7891,9.25,14.50,179.6.0.248,ROLIN-01,2025-04-09 17:20:46
7892,8.75,14.25,179.6.0.248,ROLIN-01,2025-04-09 17:21:46
7893,9.25,14.50,179.6.0.248,ROLIN-01,2025-04-09 17:22:46
7894,9.25,14.25,179.6.0.248,ROLIN-01,2025-04-09 17:23:46
7895,9.00,14.25,179.6.0.248,ROLIN-01,2025-04-09 17:24:46
7896,9.00,14.50,179.6.0.248,ROLIN-01,2025-04-09 17:25:45
7897,9.00,14.00,179.6.0.248,ROLIN-01,2025-04-09 17:26:45
7898,9.00,14.00,179.6.0.248,ROLIN-01,2025-04-09 17:27:45
7899,8.75,13.75,179.6.0.248,ROLIN-01,2025-04-09 17:28:45
7900,9.00,14.00,179.6.0.248,ROLIN-01,2025-04-09 17:29:45
7901,8.50,14.25,179.6.0.248,ROLIN-01,2025-04-09 17:30:44
7902,8.75,14.50,179.6.0.248,ROLIN-01,2025-04-09 17:31:44
7903,9.25,13.75,179.6.0.248,ROLIN-01,2025-04-09 17:32:44
7904,8.50,14.75,179.6.0.248,ROLIN-01,2025-04-09 17:33:44
7905,8.75,14.50,179.6.0.248,ROLIN-01,2025-04-09 17:34:44
7906,8.75,14.00,179.6.0.248,ROLIN-01,2025-04-09 17:35:43
7907,8.50,13.75,179.6.0.248,ROLIN-01,2025-04-09 17:36:43
7908,8.50,13.75,179.6.0.248,ROLIN-01,2025-04-09 17:37:43
7909,8.50,14.00,179.6.0.248,ROLIN-01,2025-04-09 17:38:43
7910,8.25,14.00,179.6.0.248,ROLIN-01,2025-04-09 17:39:43
7911,8.75,13.75,179.6.0.248,ROLIN-01,2025-04-09 17:40:43
7912,8.25,13.75,179.6.0.248,ROLIN-01,2025-04-09 17:41:43
7913,8.25,14.00,179.6.0.248,ROLIN-01,2025-04-09 17:42:42
7914,7.75,13.25,179.6.0.248,ROLIN-01,2025-04-09 17:43:42
7915,7.50,13.25,179.6.0.248,ROLIN-01,2025-04-09 17:44:42
7916,8.00,13.75,179.6.0.248,ROLIN-01,2025-04-09 17:45:42
7917,8.00,13.75,179.6.0.248,ROLIN-01,2025-04-09 17:46:42
7918,7.75,13.75,179.6.0.248,ROLIN-01,2025-04-09 17:47:42
7919,7.75,13.75,179.6.0.248,ROLIN-01,2025-04-09 17:48:42
7920,8.00,14.00,179.6.0.248,ROLIN-01,2025-04-09 17:49:41
7921,8.00,13.50,179.6.0.248,ROLIN-01,2025-04-09 17:50:41
7922,7.75,14.00,179.6.0.248,ROLIN-01,2025-04-09 17:51:41
7923,8.25,13.75,179.6.0.248,ROLIN-01,2025-04-09 17:52:41
7924,7.75,13.50,179.6.8.120,ROLIN-01,2025-04-09 17:53:41
7925,8.00,13.50,179.6.8.120,ROLIN-01,2025-04-09 17:54:40
7926,8.00,13.75,179.6.8.120,ROLIN-01,2025-04-09 17:55:40
7927,8.00,13.75,179.6.8.120,ROLIN-01,2025-04-09 17:56:40
7928,8.00,13.75,179.6.8.120,ROLIN-01,2025-04-09 17:57:40
7929,8.00,13.75,179.6.8.120,ROLIN-01,2025-04-09 17:58:40
7930,7.50,13.50,179.6.8.120,ROLIN-01,2025-04-09 17:59:39
7931,7.75,13.25,179.6.8.120,ROLIN-01,2025-04-09 18:00:39
7932,7.50,13.75,179.6.8.120,ROLIN-01,2025-04-09 18:01:39
7933,7.75,13.75,179.6.8.120,ROLIN-01,2025-04-09 18:02:39
7934,7.25,13.50,179.6.8.120,ROLIN-01,2025-04-09 18:03:39
7935,7.75,13.75,179.6.8.120,ROLIN-01,2025-04-09 18:04:38
7936,7.50,13.25,179.6.8.120,ROLIN-01,2025-04-09 18:05:38
7937,7.75,13.00,179.6.8.120,ROLIN-01,2025-04-09 18:06:38
7938,7.50,13.50,179.6.8.120,ROLIN-01,2025-04-09 18:07:38
